1/rank_diff,1/rank_points_diff,1/age_diff,1/ht_diff,1/aces_last_diff,1/aces_per_avg_diff,1/aces_per_min_diff,1/aces_per_max_diff,1/df_last_diff,1/df_per_avg_diff,1/df_per_min_diff,1/df_per_max_diff,1/perc_1st_in_last_diff,1/perc_1st_in_avg_diff,1/perc_1st_in_min_diff,1/perc_1st_in_max_diff,1/perc_w_1st_last_diff,1/perc_w_1st_avg_diff,1/perc_w_1st_min_diff,1/perc_w_1st_max_diff,1/perc_w_2nd_last_diff,1/perc_w_2nd_avg_diff,1/perc_w_2nd_min_diff,1/perc_w_2nd_max_diff,res
0.0556,-0.0034,-0.2,0.1,1.0,0.25,0.1667,0.5,0.5,0,0,1.0,-0.0345,-0.0526,-0.0625,-0.0476,-0.1111,0.5,0.0769,-0.1111,-0.027,-0.25,0.0833,-0.0294,1
0.0385,-0.0025,-0.1667,-0.2,1.0,-1.0,-1.0,-0.5,0,0,0,0.5,-0.0357,-0.1667,0,-0.0667,0.1,0.1429,0.3333,0.0769,0.0313,0.1,0.3333,0.0345,1
0.0769,-0.0009,1.0,-0.5,-1.0,-0.3333,-0.3333,-0.2,-0.2,-0.3333,-1.0,-0.25,0.0588,0.0769,0.125,0.0667,0,-0.5,-0.1,1.0,0.0526,-0.3333,-0.0714,0.1,1
1.0,-0.0071,0.2,0.1,-0.25,-1.0,0,-1.0,-0.1667,-0.3333,-0.5,-0.2,0.1667,0.2,1.0,0.0833,-0.1429,0.25,0,0.2,0.0417,0.0833,0.1111,0.0556,1
0.0323,-0.0008,0.1667,0,1.0,0,0,0,-0.5,-0.5,-0.5,-0.3333,0.25,0.1,0.125,0.0769,1.0,0.3333,-0.5,0.125,0.3333,0.0909,0.0526,0.3333,-1
-0.0323,0.0009,1.0,0.1429,-0.5,-0.5,-1.0,-0.5,-0.5,-1.0,-1.0,-1.0,-0.0714,1.0,-0.5,0.1667,0.0909,0.5,-0.1667,0.5,0.0769,0,0.5,0.0769,1
-0.0435,0.0068,0,-0.5,-1.0,-1.0,0.5,-0.5,-0.3333,-1.0,0,-0.3333,0.5,-0.5,1.0,-0.0909,-0.2,-0.1111,-0.1,-0.125,-0.3333,-0.0714,-0.1111,-0.0385,1
-0.0233,0.0013,0.3333,0.0556,0.1,0.125,0.25,0.1,1.0,-1.0,0,-0.5,-0.0909,-0.1,-0.1667,-0.1429,0.1667,1.0,-0.1111,0.0909,-0.1667,0.1667,0.0417,0.1111,-1
0.1111,-0.0105,-1.0,-0.5,-0.3333,-1.0,-1.0,0.2,1.0,1.0,1.0,1.0,-0.1667,0.3333,-0.1667,0,-0.0588,-0.1429,-0.1,-0.1429,0.25,-0.125,-0.0385,-0.1111,1
0.0182,-0.0012,-0.5,-0.0357,-0.1429,-0.125,-0.3333,-0.0625,-1.0,0,0,0,0.05,0.1111,0.25,0.125,-0.0769,-0.0667,-0.1,-0.04,-0.0588,0,0.5,-0.1429,-1
0.0182,-0.0005,-0.1667,-0.5,0.2,0,0,0.2,0.3333,0,1.0,1.0,0.0909,0.0714,0.0556,0.125,0.1,0.125,0.0435,-0.3333,0.3333,-0.2,-0.05,-0.1429,1
-0.0078,0.0004,0.5,-0.125,-0.5,-1.0,-1.0,0,0.5,0,-1.0,1.0,-1.0,-0.1111,-0.0833,-0.2,-0.1111,-0.125,-0.04,0.5,-0.05,1.0,0.2,0.1111,1
-0.0278,0.0024,0.125,0.2,0,0,0,0,-1.0,-0.5,-1.0,-0.5,-0.0769,-0.0556,-0.0625,-0.05,0.2,0,0.2,-0.1429,-0.0667,0.3333,0.1111,0.1429,-1
-0.0769,0.0051,-0.25,0.2,0,1.0,0.5,0,0,-0.5,1.0,-0.1429,0.3333,1.0,1.0,-0.3333,0,-0.25,0.25,-0.1429,-0.0833,-0.2,0.25,-0.0588,1
0.0091,-0.0012,0,0.0769,0,-1.0,-1.0,0,0.2,0,-1.0,0.5,-0.0526,0,0.3333,-0.1111,-0.05,-0.25,-0.2,-1.0,0.1,0.0909,0.0833,0.0833,-1
-0.0233,0.0024,0.5,0,-0.25,-0.3333,-1.0,-0.5,0.1667,0.25,0,0.1111,-0.1667,-0.2,-0.1429,0.3333,0.1667,0.1667,0.5,0.1,-0.0357,-0.1111,-0.0667,0.25,1
-0.1,0.0036,0.5,0.3333,0.5,0,-1.0,1.0,-1.0,1.0,1.0,1.0,0.1,0.0833,0.0588,0.1429,0.25,0.125,0.125,0.0714,-1.0,0,-0.3333,0.1429,-1
0.0078,-0.0006,-1.0,0.0769,1.0,0,0,1.0,-0.3333,-0.5,0,-0.3333,-0.3333,0.1667,0.0769,-0.5,0.0588,-0.5,0.25,-0.1667,-0.1667,0.1667,0.0625,-1.0,1
-0.0164,0.0015,0.25,0.125,0.1429,0,0,0.5,0,0,1.0,0,0.5,-0.1111,-0.0833,-1.0,0.0278,0.0588,0.0588,0.0556,-0.125,1.0,0,-0.5,-1
0.0625,-0.0041,-0.5,-0.0667,-0.25,-0.1111,-0.5,-0.0556,1.0,0.5,-1.0,0.1429,0.5,0.1429,0.2,0.0625,0.2,1.0,-0.1111,0.2,-0.1111,0,1.0,1.0,1
1.0,0,-0.2,0.2,0.2,0.25,0.3333,0.25,0.5,0.5,1.0,0.5,0.0833,0.5,-1.0,1.0,-0.0588,-0.0769,-0.1,-0.0667,-0.0909,-0.2,-0.0909,0.2,-1
0.0333,-0.001,-0.5,-0.0667,-0.25,-1.0,-1.0,0,1.0,0.3333,0,0.1429,0.125,0.1667,0.1667,0.1429,-0.0667,-0.2,-0.125,-0.2,-0.1667,-0.2,-0.0909,0.0909,1
-0.0286,0.002,-0.25,0.2,0.1111,0.1667,0.3333,0.1111,0.5,0,0.5,0,-0.0667,-0.1,-0.1111,-0.1,-0.25,-0.1429,-0.2,-0.1667,0.1429,0,-0.1,0.1111,1
0.0222,-0.0012,1.0,-0.125,1.0,-0.5,-1.0,-1.0,-0.5,-1.0,-1.0,-1.0,0.3333,0,-0.25,0.5,-1.0,-0.1429,-0.5,-0.1667,0.0313,0.0909,0.3333,0.0714,1
0.5,-0.001,0.2,0.2,0,1.0,0,0.3333,-0.3333,-1.0,0,-0.5,-0.1,-0.0714,-0.0625,-0.0909,0.3333,-0.125,-0.1429,-0.1429,0.0909,0.1111,0.0909,0.2,-1
-0.0476,0.0005,-0.5,-0.0556,-0.3333,-0.3333,-1.0,-0.0909,1.0,0,0,-0.5,0.04,0.0625,0.0455,0.0833,-0.25,0.1429,0.1667,0.1429,-0.1,-0.25,0.1667,-0.2,1
0.5,-0.004,0,0.1,0,-0.5,-1.0,-0.25,0,1.0,0,-1.0,0.0476,1.0,-0.25,0.25,-0.0909,0,0.1667,-0.0909,-0.0625,-0.2,0,-0.0625,-1
-0.0238,0.0018,-1.0,0.0556,1.0,0.25,1.0,0.0833,-1.0,-1.0,-0.5,0,0.0769,-0.2,-0.1667,0,0.2,0.1,0.1667,0.0833,0.0625,-1.0,-0.1,0.0909,1
0.2,-0.0007,0,0.2,0,-1.0,0,0,0,0,1.0,0,-0.0769,-0.0714,-0.0667,-0.0769,1.0,-0.1,-0.0833,-0.0909,0.25,0.5,0.25,-0.25,-1
-1.0,0.0051,-0.5,-0.2,1.0,-1.0,-0.5,1.0,-1.0,-0.3333,-0.3333,-0.25,-0.25,0,-1.0,0.1667,-0.2,-0.1429,-0.1111,-0.1667,0.3333,0.2,0.3333,0.0667,1
-0.0217,0.0015,0.5,0.125,0,0.5,1.0,0.2,-0.5,0,-0.5,0,-0.125,-0.125,-0.3333,-0.125,0.0588,0.0556,0.0435,0.0769,0.1429,1.0,0.5,0,-1
-0.0357,0.0028,0.3333,0.0667,0.125,0.2,0.3333,0.1429,-0.5,-0.3333,-1.0,-0.25,-0.125,-0.0769,-0.0714,-0.0769,0.1,0.1111,0.1111,0.1,0.0714,0.0435,0.0455,0.0714,-1
0.25,-0.0143,0.5,0.3333,-0.25,-1.0,1.0,-0.125,-1.0,0,0.5,-0.5,0.1,0.1,0.0714,0,-0.125,0,-0.2,0.125,0.25,0.2,0.0588,0.25,-1
0.0082,-0.0011,0.5,-0.5,1.0,0.5,0,0.1667,0,-1.0,0,-0.25,0.25,0.1667,0.0769,0.25,0.0625,1.0,-0.5,-0.25,-0.2,0.25,0.1,0.25,-1
-0.1667,0.0095,0,-0.3333,1.0,-0.25,0,-0.0833,0,-0.5,-1.0,-0.25,1.0,0.3333,-1.0,1.0,0.2,0.25,0.2,0.1429,0.0769,0.25,0.0769,0,1
0.0105,-0.0013,-0.25,0,1.0,0.5,1.0,0.5,-1.0,0,0,1.0,1.0,-1.0,1.0,0,-0.0769,-0.5,-0.2,0,0.3333,1.0,-0.1429,0.1667,-1
0.027,-0.0075,0.3333,-0.0769,0.5,0.5,0.5,1.0,0.3333,1.0,0,0.3333,-0.0769,-0.1111,-0.1429,-0.0769,0.25,-0.125,-0.1,-0.3333,-0.2,0,-0.2,-1.0,-1
0.0143,-0.0003,-0.25,0.2,-0.3333,0,-1.0,0.5,1.0,-1.0,-1.0,-0.5,0.0909,0.1111,0.1667,0.0909,0.0769,0.3333,0.1667,-1.0,-0.1,0.0909,0.1667,0.0769,1
-0.0192,0.0042,0.5,0,-0.3333,-0.25,-0.3333,-0.2,0.5,0.5,0.3333,0.3333,0,0,0,0,-0.0909,-0.1667,-0.0909,-0.3333,0,-0.1,-0.2,-0.0769,-1
0.0029,-0.0002,0.2,0,-0.1667,-0.25,-0.25,-0.5,1.0,0,0,1.0,-0.1429,-0.5,-0.2,0,-1.0,-0.1667,-0.0714,-1.0,-0.0455,-0.0455,-0.0333,-0.1111,1
0.0172,-0.0002,0.5,-0.125,-0.1429,-0.5,-1.0,-0.2,0.2,0.3333,0.5,0.25,0,0.25,0.1429,1.0,0.5,-0.2,-0.25,-0.1429,-0.04,-0.0357,-0.0256,-0.0476,-1
0.0032,-0.0013,-0.25,0.2,-0.1667,-1.0,-1.0,0.5,-0.5,0,-1.0,1.0,0.2,-0.3333,-0.1,-1.0,-1.0,-0.2,-0.1111,-1.0,-0.1,-0.5,-0.1,0.1429,1
1.0,-0.001,1.0,-0.0769,0,-0.125,-0.3333,-0.1,0.3333,1.0,1.0,-0.5,1.0,-0.25,-0.1111,0.2,-0.1111,-0.1111,-0.125,-0.125,-0.0263,0,0.1429,-0.0714,-1
-0.0556,0.0005,-1.0,-0.125,-0.2,-0.2,-0.3333,-0.1667,-0.3333,-0.5,-1.0,-0.5,0.5,0.2,0.5,0.0667,-0.1429,-0.125,0.5,-0.1,0.5,0.3333,0.0909,0,1
0.0303,-0.0003,0.125,-0.2,-0.1429,-0.1429,-0.1667,-0.1429,-1.0,0,0,-1.0,-0.3333,-0.0769,-0.0833,-0.1,0.2,-0.1,-0.1111,-0.1,-0.0476,0.5,-0.5,-0.2,-1
-0.0357,0.0026,-0.1429,0,0,0,0,0,0.3333,1.0,0,0.5,0.0667,-1.0,0.1,-0.2,-1.0,0.1667,-0.25,0.0769,-0.125,0.1429,-0.125,0.0714,1
0.025,-0.0004,0.25,0.125,0.3333,0.2,0.25,0.1667,-1.0,0.5,-1.0,0.3333,-0.0588,-0.0833,-0.1667,-0.0588,0.0588,0.1429,0.125,0.1667,-0.0667,-0.0714,-0.0909,-0.0588,-1
0.0667,-0.0051,0.5,0,-1.0,-1.0,-0.5,1.0,-1.0,-1.0,-1.0,0,0.0833,0.1429,0.1429,-1.0,0.2,-0.0769,-0.0909,-0.0769,0.1,0.2,0.3333,0.1667,1
0.3333,-0.0005,0.1667,0.5,-0.5,-0.5,-0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0476,-0.0476,-0.037,-0.0588,0.25,-0.1667,-0.2,0.5,0.1,0.1429,0.0556,-0.125,-1
0.0833,-0.0062,0.3333,0.0667,0.5,1.0,-0.5,0.3333,-0.5,0,-1.0,0,-0.125,-0.3333,-0.125,0,0.125,-0.5,-0.1,0.2,0.0833,0.125,0.2,0.1111,-1
-0.1111,0.0003,-0.1429,0,0.1429,0,0,0.5,0.3333,-1.0,-0.5,0,1.0,0.25,-1.0,0.25,-0.2,0.5,0.125,-0.25,-0.25,-0.5,0,-0.1111,1
0.25,-0.0004,0.0909,-0.2,1.0,1.0,0,0.5,0,0,0,-1.0,-0.2,-0.1667,-0.2,0,-0.1111,-0.25,-0.1111,-0.5,0.1667,0.1429,0.1667,0.2,-1
-0.0125,0.0008,0.1429,-0.3333,1.0,0.5,-1.0,0.2,-0.3333,-0.5,-1.0,-0.25,0.125,0.25,0.125,1.0,0.5,-1.0,-0.25,1.0,-0.0909,0,-1.0,0.0714,1
0.0303,-0.0002,0.5,0.2,-0.25,-1.0,-0.5,0.25,0,0,0,-1.0,1.0,0.125,0.0714,0.1429,-0.0909,-0.125,-0.0625,0.3333,0.0455,-0.1429,-0.0556,0.0769,-1
1.0,-0.0021,0.0909,0.2,0.5,0.3333,0.5,0.2,-0.5,-1.0,-1.0,-1.0,-0.037,-0.0588,-0.04,-0.0769,-0.2,0.25,0.0625,-0.25,1.0,0.0667,0.0909,0.0667,1
-0.1429,0.0004,-0.125,0.3333,0.0909,0.1667,0.3333,0.0909,-0.5,-0.5,-1.0,0,-0.1,0.1,0.5,0.0714,0.1,0.125,0.3333,0.1,-0.0625,-0.0909,-0.0435,-0.0588,-1
0.0196,-0.0021,-0.5,0.3333,-1.0,-1.0,0.3333,-0.2,0.3333,0.5,0.3333,0.3333,-0.0833,-0.25,-0.1667,-0.2,0.2,0.3333,0.3333,-0.3333,0.0833,0.2,0.0833,-0.1667,1
-0.0012,0.001,-1.0,0.5,-0.1667,-0.3333,-0.2,0.5,-0.2,-0.3333,-0.5,-0.3333,0.0435,0.0667,0.0833,0.0556,0,-0.5,-0.2,0.25,-1.0,-0.3333,0,-0.1429,1
0.0085,-0.0007,0.3333,0.2,0.0625,0.2,0.25,0.1111,0.1667,0,-0.5,0.25,0.3333,0.5,-0.1111,0.1429,0.25,0.3333,-0.0909,0.2,-0.0769,-0.3333,-0.0833,0.125,-1
-0.0135,0.0003,-0.1667,0.3333,1.0,0.2,0.3333,0.0769,0,-1.0,0,-1.0,1.0,0.125,0.0909,0.1,0.3333,0.2,1.0,0.125,-0.3333,-0.5,-0.0588,0.5,1
-0.0149,0.0014,0.2,-0.2,0.25,0.1,0.25,0.0714,-0.3333,-1.0,0,-1.0,0.0769,0.1667,0.0769,-0.5,-0.1429,-0.5,0.3333,-0.1429,-0.0909,-0.0769,-0.0667,-0.0909,-1
-0.25,0.025,0.5,-0.3333,1.0,-0.2,-0.1429,-1.0,-0.5,-0.125,-0.1667,-0.0909,0.1667,0.1429,0.3333,0.1667,-0.0909,-0.2,-0.125,0.25,-0.1667,0.2,0.5,0.0909,1
0.1,-0.0077,0.5,-0.3333,-0.1429,-0.3333,-1.0,-0.25,0,-1.0,0,-0.25,0.0526,0.05,0.0714,0.0417,0.1667,0.5,1.0,-1.0,0.0435,0.125,0.1429,0.3333,-1
0.25,-0.0286,-1.0,0.1,0.125,1.0,0,0.3333,0.25,-1.0,-1.0,0,-0.125,-0.0833,-0.0667,-0.0769,0.1,0.2,0.1429,0.5,-0.125,0.0769,0.0714,0.0833,1
0.0208,-0.0002,0.125,-0.5,0.3333,0.5,0,0.3333,0.3333,1.0,0.5,1.0,1.0,0,-1.0,1.0,-0.3333,-0.125,-0.0667,-0.2,-0.0909,-0.1,-0.0909,-0.0909,-1
0.0345,-0.0024,1.0,-0.125,-0.3333,-0.3333,-0.5,-0.3333,-0.5,0,0,-0.5,0.037,0.0526,0.0667,0.0455,0.0667,-0.2,0.25,-0.1111,0.05,0.5,0.2,1.0,1
-0.0127,0.0003,-0.2,-0.5,-0.0667,-0.1667,0,-0.125,0.2,-1.0,1.0,0,-0.0714,0.25,0.2,-0.5,-0.1429,-0.5,-0.1429,0,-0.0294,-0.25,-0.3333,-0.0769,1
0.0435,-0.0016,-0.1429,0.5,-0.3333,-0.25,-0.3333,-0.25,-0.3333,-1.0,0,-1.0,1.0,0.125,0.0909,0.0769,0.1111,-0.1,-0.0909,-0.0909,0.0435,1.0,0.0435,-0.1111,1
-0.0833,0.0069,-0.3333,-0.5,-1.0,1.0,1.0,0.5,0.3333,1.0,1.0,1.0,0.0714,0.2,0.125,0.25,-0.0435,-0.25,-0.2,-0.2,-0.0357,-0.0833,-0.1,-0.0625,-1
0.011,-0.0017,0.25,0.5,0.2,0.3333,1.0,0.2,0.1667,0.25,0.5,0.3333,-0.0526,-0.0526,-0.0417,-0.0625,0.25,0.1,0.25,0.0769,-0.1,-0.5,-0.1,0.0625,1
0.0588,-0.0042,-0.3333,0,0.25,0.3333,0.5,0.5,0.5,0,-1.0,1.0,-0.125,-0.1111,-0.1429,-0.0909,0.2,0.1111,0.1111,0.0833,-0.0526,-0.0909,-0.0714,-0.1,-1
0.0385,-0.0003,0.125,-0.2,-0.0833,-0.1111,-0.1111,-0.1429,0,1.0,0,0.5,-0.0667,-0.1667,0,-0.1111,-0.04,-0.1111,-0.125,-0.0769,-0.1,0.2,0.05,-0.3333,1
0.0345,-0.0033,-0.25,0.0667,0.5,0.3333,0.2,0.25,-0.5,-1.0,1.0,-0.5,0.0588,0.0909,0.1667,0.0588,0.1429,-0.2,-0.1111,-0.25,0.0303,0.0625,0.0769,0.0526,-1
-0.0323,0.0003,0,-0.3333,-0.2,-0.3333,-0.5,-0.3333,-1.0,0,0,-0.5,-0.5,0.2,0.25,0.3333,-0.2,-0.1667,-0.2,-0.1429,0.2,0.5,1.0,1.0,1
0.0303,-0.0003,0,0,-0.5,-0.5,-0.5,-1.0,0.25,0,-1.0,0.5,0.0909,0.0769,0.0667,0.0667,-0.3333,-0.0769,-0.04,-0.1667,-0.0385,-0.0625,-0.0476,-0.125,-1
-0.04,0.0026,1.0,0.2,0.2,1.0,1.0,0,1.0,-0.5,-0.3333,-0.5,-0.2,0,-1.0,1.0,0.2,0.0909,0.0833,0.0909,0.0769,0.0909,0.0833,0.0833,1
0.05,-0.0032,0.1667,0.2,1.0,0.0909,0.5,0.0417,0.25,0.5,0.25,0,-0.1,-0.3333,-0.1,0.5,0.5,0.0833,0.0476,0.5,0.0313,0.0625,0.1429,0.0667,-1
0.0104,-0.0005,-0.1429,-0.5,0.3333,-1.0,1.0,-0.2,0.3333,1.0,1.0,0,0.0833,0.0833,0.2,0.0556,-0.0476,-0.5,0.2,-0.5,-0.0909,0.2,-0.1,0.1111,-1
-0.0313,0.0007,0.3333,0,0.25,0.3333,0.3333,0,0.5,0.5,-1.0,0.5,-0.0667,-0.0833,-0.0833,-0.0714,-0.125,-1.0,-0.125,-1.0,0.0667,0.25,0.0455,-0.1,1
0.0313,-0.0096,0.1667,-0.3333,-1.0,-0.5,-0.5,0,-0.5,0,1.0,0.5,-0.0833,-0.1111,-0.2,-0.0667,0.125,-0.1429,-0.0909,-0.125,0.0526,-0.1429,-1.0,0.2,-1
-0.027,0.0007,0.2,0.1429,0.0909,0.2,0.3333,0.1111,0,0,0,1.0,-0.0526,-0.0556,-0.0588,-0.0526,0.0667,0.1429,-0.2,0.0556,-0.5,-0.25,0.0385,-0.0455,1
0.0196,-0.002,1.0,-0.1,-0.5,0.5,0.5,0,0.5,0.5,0,1.0,0,-0.3333,-0.5,-0.3333,0.2,-0.3333,-1.0,-0.0909,-0.1429,0.25,0.0417,-0.1429,-1
0.0189,-0.0051,0,0.5,-0.3333,-1.0,0,0,-0.5,0,1.0,1.0,-0.0909,1.0,0,1.0,0.1429,-0.3333,-1.0,-0.25,-0.125,-0.25,-0.3333,-0.1111,1
-0.0111,0.0008,0.25,-0.2,0,0,0,0,-0.5,-1.0,0,-0.3333,0.0833,-0.2,-0.3333,-0.1,0.2,-0.5,-0.25,0.25,0.0385,0.1429,0.0833,0.0769,-1
0.0345,-0.0026,-0.3333,-0.0667,-0.1429,-0.5,0,-0.1429,0,-1.0,-1.0,-0.5,0.25,0,-0.3333,0.25,-0.0556,-0.0556,-0.0385,-0.0556,0.0345,0.0769,0.0625,0.0714,-1
0.0213,-0.0013,-0.25,-0.3333,0,-0.3333,-0.3333,-0.0909,0.3333,-1.0,1.0,-0.5,0.3333,0.2,0.2,0.1429,-0.1111,-0.125,-0.2,-0.0526,-0.0833,0.2,-0.25,0.1667,1
-0.0769,0.0048,0.1429,-0.1,-0.25,-0.125,-0.2,-0.1667,-1.0,-1.0,-1.0,-1.0,1.0,0.25,0.1667,0.0833,0.0909,0.5,0.1667,-0.25,0.1,0.125,0.0769,-0.3333,1
-0.0313,0.0022,0.1429,-0.05,-0.25,-0.1429,-0.125,-0.25,0.5,1.0,0,1.0,0.2,-0.25,-0.2,-0.3333,0.125,-0.3333,-0.0909,-0.25,-0.0909,-0.2,1.0,-0.0769,-1
0.1429,-0.009,-0.2,0,-0.2,0.5,-1.0,1.0,-1.0,-0.3333,-1.0,-0.1667,0.0667,0.0833,0.0909,0.0667,-0.5,1.0,0.0625,-0.0714,0.0625,0.1,0.1,-0.25,1
-0.0244,0.0019,-0.5,0.1667,0.3333,0.25,0.2,0.25,0.25,-1.0,-0.3333,1.0,0.1111,0.0909,0.125,0.0625,-0.3333,-1.0,1.0,-0.3333,-0.0588,-1.0,0.1111,-0.1667,1
0.25,-0.0059,0,-0.1429,0.0909,0.25,0.5,0.1,0.3333,0,0,0.5,0.1429,0.5,0.5,0.5,-0.1667,0,0.25,0.1667,-0.0833,0.5,-1.0,0.1,-1
-0.0133,0.001,0.1667,0,-1.0,0,-1.0,1.0,-1.0,1.0,0,-1.0,0.125,1.0,1.0,-1.0,1.0,0.25,0.5,0.25,-0.25,-0.2,-0.25,-0.1667,1
0.0213,-0.0013,-0.25,-0.3333,-1.0,-0.3333,-0.3333,-0.2,-0.25,0,0.5,-0.3333,0.1429,0.1667,0.1429,0.3333,0.1667,-0.0833,-0.0833,-0.0526,0.0333,-1.0,-0.0833,0,-1
-0.0909,0.0286,-0.125,-0.3333,0.1667,0.3333,0.25,0.25,-0.25,-0.5,-0.5,-1.0,0.0833,-0.5,-1.0,-0.1667,1.0,0.25,0.0909,1.0,-0.2,-1.0,0.5,-1.0,1
0.0086,-0.0009,1.0,-0.1429,0,-0.3333,-0.3333,-0.25,0.3333,0.5,1.0,0.3333,-0.1111,-0.5,-0.3333,0.5,-0.0625,-0.1429,-0.1,-0.125,-0.1,-0.2,-0.2,-0.2,-1
-0.05,0.0026,0.3333,-0.1429,0.1667,0.1667,0.2,0.1429,-1.0,-1.0,0,-0.3333,-0.3333,-0.25,-0.2,0.5,0.0714,0.0588,0.0714,0.0588,0.0588,0.2,-0.5,0.1111,1
0.0526,-0.011,0.25,-0.1429,0.5,0,0,-0.3333,0.25,0,-1.0,0.3333,-0.2,-1.0,0,-1.0,0.1429,0.1429,0.0769,0.5,0,0.1429,0.0714,0,-1
-0.0204,0.0023,1.0,-0.1429,-0.3333,-0.3333,-0.25,-0.3333,0,1.0,0,1.0,0.0909,0.0667,0.0625,0.0588,-0.0769,-0.1667,1.0,-0.0769,0.0625,0.3333,0.5,0.0909,-1
-0.0385,0.0027,0.3333,0.0667,-1.0,1.0,0,0.5,0,1.0,0,0.5,0,-0.1429,-0.2,-0.0625,0.0769,-0.5,-0.1111,0.25,0.25,0.5,0.0909,-0.0833,1
-0.0048,0.0007,0.2,-0.5,0.5,1.0,1.0,0.5,-1.0,0,0,0,-0.3333,1.0,0.125,-0.3333,-0.1667,0.5,1.0,0.3333,0.04,0.0667,0.04,0.1111,-1
0.0714,-0.0085,-0.2,0.0667,0.1111,0.2,0.1667,0.1667,0,-1.0,0,-0.5,0.0909,0.1111,0.1429,0.0833,0.0769,0.5,-0.5,-0.25,0,0.2,-0.1429,0.0625,1
0.0435,-0.0061,0.3333,0.1429,0,-0.25,-0.5,-0.125,-1.0,-1.0,-1.0,-1.0,-0.1111,-0.2,-0.3333,-0.1111,-0.1667,-0.1667,-0.1667,-0.1667,-0.125,-0.25,-0.1,-0.5,-1
0.0192,-0.0012,-1.0,0.1,-0.3333,0.3333,0.1111,-0.1667,0,1.0,0.5,0,0.0556,0.1,0.0833,0.1111,0.1111,0.1,0.1,0.1111,-0.0714,-0.5,-0.0714,0.25,1
-0.1667,0.0196,0,-0.1429,0,0.5,0.1429,-0.3333,0.1667,0.5,0.25,0.5,-0.1429,-0.1667,-0.1667,-0.125,-0.1,0,0.1667,-0.3333,-0.0455,-0.1667,0.125,-0.0455,1
-0.1667,0.0179,0.5,-0.0769,-0.0833,-0.1111,-0.1429,-0.0769,-0.5,-0.3333,-0.3333,-0.3333,-0.0476,-0.0833,-0.0769,-0.05,-0.0714,-0.0625,-0.0667,-0.0625,0.5,0.5,0.25,-0.25,-1
-0.0147,0.0011,1.0,0.3333,-0.1667,0.25,-0.3333,0.05,-0.5,-0.3333,-0.3333,-0.5,0.0909,0.1429,0.3333,0.0909,-0.1,0.5,-0.3333,0.2,0.0769,0.1111,0.125,0.0909,1
-0.0313,0.0024,0.3333,-0.0769,-0.0476,-0.0769,-0.1,-0.0588,-0.3333,-0.5,-0.3333,-0.5,-1.0,0.5,0.5,1.0,-0.2,-0.0833,-0.0769,-0.125,0.25,-0.25,-0.1667,-0.1429,-1
0.2,-0.0625,-0.1429,0.0556,0.0714,0.0769,0.0909,0.0667,1.0,0.5,0.3333,0.5,-0.3333,-0.5,-0.3333,0,0.0769,0.0714,0.0769,0.1667,0.1667,0.3333,0.5,0.1667,1
-0.1,0.0004,0.5,0.3333,0,0,0,-1.0,-1.0,-0.5,-1.0,-0.5,0.1111,0.1,0.125,0.1667,-0.0526,-0.125,-0.1429,-0.0909,0.0769,0.125,0.0833,-0.25,-1
0.5,-0.04,-0.1429,-0.2,-1.0,0.3333,0.5,0.2,-1.0,0,1.0,-1.0,-0.1,-0.1667,-0.125,0,0.3333,0,-0.3333,1.0,0.5,0,0.5,0.1111,1
0.0526,-0.0003,0.5,0.0769,1.0,1.0,0.5,-1.0,0,-1.0,-0.5,0,0.1,0.1429,0.1111,0.1,-0.5,-0.5,-0.5,-0.5,-0.0833,-0.1429,-0.1,-0.25,-1
-0.3333,0.0012,-0.2,-0.0667,-0.1667,-0.2,-0.1667,-0.2,-0.25,-1.0,-0.5,0.5,0.0476,0.0833,0.1,0.0714,0.3333,-0.5,0.1667,-0.0909,-0.25,-0.1667,-0.1429,0.3333,1
0.0099,-0.0004,-0.2,0.1,0.25,1.0,0.5,1.0,0,-1.0,1.0,-0.5,0.2,-0.25,-0.0833,0,-0.1111,-1.0,-0.125,0.0909,0.125,0.5,-1.0,0.2,-1
-0.0096,0.0005,0.1667,0,0.3333,0.25,0.25,0.2,1.0,1.0,1.0,1.0,0.5,0.1667,0.125,0.2,0.0588,0.1111,0.1667,0.1,0.2,-1.0,-0.3333,-0.2,1
0.011,-0.0008,-0.1429,0.5,0.5,0.5,0.5,1.0,-1.0,0.5,0,1.0,-0.125,0,-0.5,1.0,0.1667,0,0.5,1.0,0.1111,-0.0625,-0.0769,-0.125,1
-0.0244,0.0067,0,-0.0667,-1.0,-0.3333,-0.5,-0.5,1.0,-1.0,-1.0,1.0,0.2,0.05,0.0588,0.0526,-0.1429,-0.1111,-0.0526,-0.2,-0.0909,0.5,-0.3333,0.0909,-1
0.0323,-0.0013,-0.5,0,-0.5,-1.0,-1.0,-0.3333,0,0,0,-0.5,0.0714,0.0769,0.0625,0.1429,-0.2,-0.3333,-0.25,-0.25,-0.0625,-0.0625,-0.2,-0.05,-1
0.1,-0.037,-0.0909,0.0909,0.1667,-1.0,-0.5,-0.25,1.0,0,0,0,0.0667,0.0833,0.0769,0.0909,-0.0588,-1.0,0.1429,-0.0667,0.0909,0.3333,0.5,-0.1111,-1
